VENDOR,DATE,SITEID,Transport Type,NOP,Count of >0.9,Util FEGE %,Max Ethernet Port Daily,BW,Priority,Suspect,Prio,Aging,TrafMax,NeedClose,Status,TiketID
HUAWEI,1/5/2026,MDX166,Metro-E,MEDAN,12,27.70%,277.022.512,1000.0,P2,need check quality transport,P2,12,277.022.512,need check quality transport,Open,MDX16620260105
HUAWEI,1/5/2026,MDX170,Leased Radio IP,MEDAN,19,99.75%,199.502.264,200.0,P1,Capacity transport issue,P1,19,199.502.264,Capacity transport issue,Open,MDX17020260105
HUAWEI,1/5/2026,MDX181,Metro-E,MEDAN,13,48.89%,488.889.464,1000.0,P2,need check quality transport,P2,13,488.889.464,need check quality transport,Open,MDX18120260105
HUAWEI,1/5/2026,MDX211,Metro-E,MEDAN,13,47.22%,47.217.696,1000.0,P2,need check quality transport,P2,13,47.217.696,need check quality transport,Open,MDX21120260105
HUAWEI,1/5/2026,MDX219,BTS Hotel,MEDAN,22,124.30%,124.301.776,100.0,P1,Capacity transport issue,P1,22,124.301.776,Capacity transport issue,Open,MDX21920260105
HUAWEI,1/5/2026,MDX221,BTS Hotel,MEDAN,24,125.54%,125.541.312,100.0,P1,Capacity transport issue,P1,24,125.541.312,Capacity transport issue,Open,MDX22120260105
HUAWEI,1/5/2026,MDX223,Leased Radio IP,MEDAN,17,100.49%,200.977.536,200.0,P2,Capacity transport issue,P2,17,200.977.536,Capacity transport issue,Open,MDX22320260105
HUAWEI,1/5/2026,MDX224,Telkomsel Radio IP,MEDAN,20,100.02%,200.031.264,200.0,P1,Capacity transport issue,P1,20,200.031.264,Capacity transport issue,Open,MDX22420260105
HUAWEI,1/5/2026,MDX226,BTS Hotel,MEDAN,23,125.72%,125.720.184,100.0,P1,Capacity transport issue,P1,23,125.720.184,Capacity transport issue,Open,MDX22620260105
HUAWEI,1/5/2026,MDX237,Metro-E,MEDAN,12,27.41%,274.052.328,1000.0,P2,need check quality transport,P2,12,274.052.328,need check quality transport,Open,MDX23720260105
HUAWEI,1/5/2026,MDX249,Metro-E,MEDAN,13,46.78%,467.832.472,1000.0,P2,need check quality transport,P2,13,467.832.472,need check quality transport,Open,MDX24920260105
HUAWEI,1/5/2026,MDX272,Metro-E,MEDAN,24,10.05%,100.520.224,1000.0,P1,need check quality transport,P1,24,100.520.224,need check quality transport,Open,MDX27220260105
HUAWEI,1/5/2026,MDX274,Leased Radio IP,MEDAN,24,102.40%,204.790.656,200.0,P1,Capacity transport issue,P1,24,204.790.656,Capacity transport issue,Open,MDX27420260105
HUAWEI,1/5/2026,MDX275,Metro-E,MEDAN,13,36.89%,368.881.008,1000.0,P2,need check quality transport,P2,13,368.881.008,need check quality transport,Open,MDX27520260105
HUAWEI,1/5/2026,MDX278,Leased Radio IP,MEDAN,20,100.29%,200.576.504,200.0,P1,Capacity transport issue,P1,20,200.576.504,Capacity transport issue,Open,MDX27820260105
HUAWEI,1/5/2026,MDX293,Metro-E,MEDAN,16,28.07%,280.714.056,1000.0,P2,need check quality transport,P2,16,280.714.056,need check quality transport,Open,MDX29320260105
HUAWEI,1/5/2026,MDX295,Metro-E,MEDAN,15,30.35%,303.519.256,1000.0,P2,need check quality transport,P2,15,303.519.256,need check quality transport,Open,MDX29520260105
HUAWEI,1/5/2026,MDX303,Metro-E,MEDAN,13,22.97%,229.659.824,1000.0,P2,need check quality transport,P2,13,229.659.824,need check quality transport,Open,MDX30320260105
HUAWEI,1/5/2026,MDX311,Metro-E,MEDAN,14,39.10%,390.999.344,1000.0,P2,need check quality transport,P2,14,390.999.344,need check quality transport,Open,MDX31120260105
HUAWEI,1/5/2026,MDX316,Telkomsel Radio IP,MEDAN,20,100.48%,20.095.968,200.0,P1,Capacity transport issue,P1,20,20.095.968,Capacity transport issue,Open,MDX31620260105
HUAWEI,1/5/2026,MDX323,Metro-E,MEDAN,12,28.72%,287.212.168,1000.0,P2,need check quality transport,P2,12,287.212.168,need check quality transport,Open,MDX32320260105
HUAWEI,1/5/2026,MDX331,Metro-E,MEDAN,13,46.82%,468.235.552,1000.0,P2,need check quality transport,P2,13,468.235.552,need check quality transport,Open,MDX33120260105
HUAWEI,1/5/2026,MDX500,BTS Hotel,MEDAN,12,227.52%,227.518.096,100.0,P2,Capacity transport issue,P2,12,227.518.096,Capacity transport issue,Open,MDX50020260105
HUAWEI,1/5/2026,MDX508,BTS Hotel,MEDAN,12,204.61%,204.607.168,100.0,P2,Capacity transport issue,P2,12,204.607.168,Capacity transport issue,Open,MDX50820260105
HUAWEI,1/5/2026,MDX592,Metro-E,MEDAN,13,25.81%,258.122.304,1000.0,P2,need check quality transport,P2,13,258.122.304,need check quality transport,Open,MDX59220260105
HUAWEI,1/5/2026,MDX601,Telkomsel Radio IP,MEDAN,13,70.87%,2.834.888,400.0,P2,monitoring,P2,13,2.834.888,monitoring,Open,MDX60120260105
HUAWEI,1/5/2026,MDX605,Metro-E,MEDAN,13,29.23%,292.272.544,1000.0,P2,need check quality transport,P2,13,292.272.544,need check quality transport,Open,MDX60520260105
HUAWEI,1/5/2026,MDX608,Metro-E,MEDAN,13,44.70%,446.995.904,1000.0,P2,need check quality transport,P2,13,446.995.904,need check quality transport,Open,MDX60820260105
HUAWEI,1/5/2026,MDX609,Metro-E,MEDAN,12,36.95%,369.514.416,1000.0,P2,need check quality transport,P2,12,369.514.416,need check quality transport,Open,MDX60920260105
HUAWEI,1/5/2026,MDX612,Leased Radio IP,MEDAN,16,92.81%,371.224.072,400.0,P2,Capacity transport issue,P2,16,371.224.072,Capacity transport issue,Open,MDX61220260105
HUAWEI,1/5/2026,PMR383,Leased Radio IP,PEMATANG SIANTAR,14,201.43%,201.427.352,100.0,P2,Capacity transport issue,P2,14,201.427.352,Capacity transport issue,Open,PMR38320260105
HUAWEI,1/5/2026,STB001,Metro-E,BINJAI,16,30.93%,309.295.848,1000.0,P2,need check quality transport,P2,16,309.295.848,need check quality transport,Open,STB00120260105
HUAWEI,1/5/2026,STB004,Metro-E,BINJAI,12,37.02%,370.248.632,1000.0,P2,need check quality transport,P2,12,370.248.632,need check quality transport,Open,STB00420260105
HUAWEI,1/5/2026,STB007,Metro-E,BINJAI,13,41.93%,419.309.512,1000.0,P2,need check quality transport,P2,13,419.309.512,need check quality transport,Open,STB00720260105
HUAWEI,1/5/2026,STB009,Metro-E,BINJAI,13,35.84%,35.838.356,1000.0,P2,need check quality transport,P2,13,35.838.356,need check quality transport,Open,STB00920260105
HUAWEI,1/5/2026,STB022,Metro-E,BINJAI,13,44.65%,446.472.024,1000.0,P2,need check quality transport,P2,13,446.472.024,need check quality transport,Open,STB02220260105
HUAWEI,1/5/2026,STB023,Metro-E,BINJAI,12,47.08%,470.829.592,1000.0,P2,need check quality transport,P2,12,470.829.592,need check quality transport,Open,STB02320260105
HUAWEI,1/5/2026,STB032,Metro-E,BINJAI,13,30.69%,306.949.936,1000.0,P2,need check quality transport,P2,13,306.949.936,need check quality transport,Open,STB03220260105
HUAWEI,1/5/2026,STB035,Metro-E,BINJAI,13,24.25%,242.493.808,1000.0,P2,need check quality transport,P2,13,242.493.808,need check quality transport,Open,STB03520260105
HUAWEI,1/5/2026,STB040,Telkomsel Radio IP,BINJAI,16,72.16%,288.626.168,400.0,P2,monitoring,P2,16,288.626.168,monitoring,Open,STB04020260105
HUAWEI,1/5/2026,STB043,Leased Radio IP,BINJAI,16,68.67%,274.666.968,400.0,P2,monitoring,P2,16,274.666.968,monitoring,Open,STB04320260105
HUAWEI,1/5/2026,STB047,Metro-E,BINJAI,12,34.87%,348.735.432,1000.0,P2,need check quality transport,P2,12,348.735.432,need check quality transport,Open,STB04720260105
HUAWEI,1/5/2026,STB048,Metro-E,BINJAI,12,31.39%,313.915.152,1000.0,P2,need check quality transport,P2,12,313.915.152,need check quality transport,Open,STB04820260105
HUAWEI,1/5/2026,STB062,Metro-E,BINJAI,12,22.11%,221.127.944,1000.0,P2,need check quality transport,P2,12,221.127.944,need check quality transport,Open,STB06220260105
HUAWEI,1/5/2026,STB065,Tsel-Telkom Radio IP,BINJAI,13,40.91%,409.063.784,1000.0,P2,need check quality transport,P2,13,409.063.784,need check quality transport,Open,STB06520260105
HUAWEI,1/5/2026,STB080,Leased Radio IP,BINJAI,13,26.02%,260.195.848,1000.0,P2,need check quality transport,P2,13,260.195.848,need check quality transport,Open,STB08020260105
HUAWEI,1/5/2026,STB086,Leased Radio IP,BINJAI,13,49.58%,396.659.824,800.0,P2,need check quality transport,P2,13,396.659.824,need check quality transport,Open,STB08620260105
HUAWEI,1/5/2026,STB088,Metro-E,BINJAI,13,21.19%,21.190.864,1000.0,P2,need check quality transport,P2,13,21.190.864,need check quality transport,Open,STB08820260105
HUAWEI,1/5/2026,STB089,Metro-E,BINJAI,14,22.84%,228.353.176,1000.0,P2,need check quality transport,P2,14,228.353.176,need check quality transport,Open,STB08920260105
HUAWEI,1/5/2026,STB092,Leased Radio IP,BINJAI,12,41.69%,25.015.032,600.0,P2,need check quality transport,P2,12,25.015.032,need check quality transport,Open,STB09220260105
HUAWEI,1/5/2026,STB097,Tsel-Telkom Radio IP,BINJAI,16,57.67%,346.049.608,600.0,P2,need check quality transport,P2,16,346.049.608,need check quality transport,Open,STB09720260105
HUAWEI,1/5/2026,STB101,Telkomsel Radio IP,BINJAI,13,45.07%,270.395.688,600.0,P2,need check quality transport,P2,13,270.395.688,need check quality transport,Open,STB10120260105
HUAWEI,1/5/2026,STB112,Metro-E,BINJAI,14,28.23%,28.231.772,1000.0,P2,need check quality transport,P2,14,28.231.772,need check quality transport,Open,STB11220260105
HUAWEI,1/5/2026,STB116,Telkomsel Radio IP,BINJAI,12,93.20%,186.408.992,200.0,P2,Capacity transport issue,P2,12,186.408.992,Capacity transport issue,Open,STB11620260105
HUAWEI,1/5/2026,STB123,Telkomsel Radio IP,BINJAI,17,99.96%,199.918.736,200.0,P2,Capacity transport issue,P2,17,199.918.736,Capacity transport issue,Open,STB12320260105
HUAWEI,1/5/2026,STB128,Telkomsel Radio IP,BINJAI,22,99.07%,198.133.952,200.0,P1,Capacity transport issue,P1,22,198.133.952,Capacity transport issue,Open,STB12820260105
HUAWEI,1/5/2026,STB130,Telkomsel Radio IP,BINJAI,15,68.20%,272.816.176,400.0,P2,monitoring,P2,15,272.816.176,monitoring,Open,STB13020260105
HUAWEI,1/5/2026,STB146,Metro-E,BINJAI,13,25.04%,25.036.892,1000.0,P2,need check quality transport,P2,13,25.036.892,need check quality transport,Open,STB14620260105
HUAWEI,1/5/2026,STB148,Telkomsel Radio IP,BINJAI,17,92.62%,185.240.344,200.0,P2,Capacity transport issue,P2,17,185.240.344,Capacity transport issue,Open,STB14820260105
HUAWEI,1/5/2026,STB150,Leased Radio IP,BINJAI,12,69.71%,278.859.592,400.0,P2,monitoring,P2,12,278.859.592,monitoring,Open,STB15020260105
HUAWEI,1/5/2026,STB153,Leased Radio IP,BINJAI,17,20.94%,209.367.072,1000.0,P2,need check quality transport,P2,17,209.367.072,need check quality transport,Open,STB15320260105
HUAWEI,1/5/2026,STB163,Metro-E,BINJAI,16,20.12%,201.199.792,1000.0,P2,need check quality transport,P2,16,201.199.792,need check quality transport,Open,STB16320260105
HUAWEI,1/5/2026,STB200,Telkomsel Radio IP,BINJAI,17,97.94%,19.588.804,200.0,P2,Capacity transport issue,P2,17,19.588.804,Capacity transport issue,Open,STB20020260105
HUAWEI,1/5/2026,STB206,Metro-E,BINJAI,23,10.07%,100.695.536,1000.0,P1,need check quality transport,P1,23,100.695.536,need check quality transport,Open,STB20620260105
HUAWEI,1/5/2026,STB207,Telkomsel Radio IP,BINJAI,21,101.24%,202.489.688,200.0,P1,Capacity transport issue,P1,21,202.489.688,Capacity transport issue,Open,STB20720260105
HUAWEI,1/5/2026,STB220,Leased Radio IP,BINJAI,12,81.75%,327.019.552,400.0,P2,Capacity transport issue,P2,12,327.019.552,Capacity transport issue,Open,STB22020260105
HUAWEI,1/5/2026,STB223,Leased Radio IP,BINJAI,18,100.75%,201.499.552,200.0,P1,Capacity transport issue,P1,18,201.499.552,Capacity transport issue,Open,STB22320260105
HUAWEI,1/5/2026,STB234,Metro-E,BINJAI,12,26.21%,262.110.752,1000.0,P2,need check quality transport,P2,12,262.110.752,need check quality transport,Open,STB23420260105
HUAWEI,1/5/2026,STB235,Metro-E,BINJAI,13,19.74%,19.741.452,1000.0,P2,need check quality transport,P2,13,19.741.452,need check quality transport,Open,STB23520260105
HUAWEI,1/5/2026,STB237,Metro-E,BINJAI,12,45.74%,457.444.608,1000.0,P2,need check quality transport,P2,12,457.444.608,need check quality transport,Open,STB23720260105
HUAWEI,1/5/2026,STB246,Metro-E,BINJAI,12,32.15%,321.465.312,1000.0,P2,need check quality transport,P2,12,321.465.312,need check quality transport,Open,STB24620260105
HUAWEI,1/5/2026,STB248,Metro-E,BINJAI,14,27.95%,279.496.816,1000.0,P2,need check quality transport,P2,14,279.496.816,need check quality transport,Open,STB24820260105
HUAWEI,1/5/2026,STB249,Metro-E,BINJAI,13,20.25%,202.530.784,1000.0,P2,need check quality transport,P2,13,202.530.784,need check quality transport,Open,STB24920260105
HUAWEI,1/5/2026,STB251,Metro-E,BINJAI,13,37.50%,374.997.416,1000.0,P2,need check quality transport,P2,13,374.997.416,need check quality transport,Open,STB25120260105
HUAWEI,1/5/2026,STB253,Leased Radio IP,BINJAI,12,55.04%,220.179.488,400.0,P2,need check quality transport,P2,12,220.179.488,need check quality transport,Open,STB25320260105
HUAWEI,1/5/2026,STB258,Metro-E,BINJAI,12,26.83%,268.304.744,1000.0,P2,need check quality transport,P2,12,268.304.744,need check quality transport,Open,STB25820260105
HUAWEI,1/5/2026,STB265,Metro-E,BINJAI,12,32.43%,32.425.492,1000.0,P2,need check quality transport,P2,12,32.425.492,need check quality transport,Open,STB26520260105
HUAWEI,1/5/2026,STB275,Metro-E,BINJAI,15,25.19%,251.912.232,1000.0,P2,need check quality transport,P2,15,251.912.232,need check quality transport,Open,STB27520260105
HUAWEI,1/5/2026,STB288,Telkomsel Radio IP,BINJAI,19,98.18%,196.351.392,200.0,P1,Capacity transport issue,P1,19,196.351.392,Capacity transport issue,Open,STB28820260105
HUAWEI,1/5/2026,STB303,Metro-E,MEDAN,12,30.35%,303.499.768,1000.0,P2,need check quality transport,P2,12,303.499.768,need check quality transport,Open,STB30320260105
HUAWEI,1/5/2026,STB304,Metro-E,BINJAI,12,32.37%,323.727.032,1000.0,P2,need check quality transport,P2,12,323.727.032,need check quality transport,Open,STB30420260105
HUAWEI,1/5/2026,STB306,Telkomsel Radio IP,BINJAI,19,101.14%,202.277.104,200.0,P1,Capacity transport issue,P1,19,202.277.104,Capacity transport issue,Open,STB30620260105
HUAWEI,1/5/2026,STB308,Telkomsel Radio IP,BINJAI,12,99.01%,198.014.184,200.0,P2,Capacity transport issue,P2,12,198.014.184,Capacity transport issue,Open,STB30820260105
HUAWEI,1/5/2026,STB310,Metro-E,BINJAI,24,9.93%,99.300.496,1000.0,P1,need check quality transport,P1,24,99.300.496,need check quality transport,Open,STB31020260105
HUAWEI,1/5/2026,STB316,Telkomsel Radio IP,BINJAI,15,65.10%,1.301.958,200.0,P2,monitoring,P2,15,1.301.958,monitoring,Open,STB31620260105
HUAWEI,1/5/2026,STB317,Metro-E,BINJAI,16,22.00%,220.010.248,1000.0,P2,need check quality transport,P2,16,220.010.248,need check quality transport,Open,STB31720260105
HUAWEI,1/5/2026,STB318,Metro-E,BINJAI,13,33.60%,3.359.528,1000.0,P2,need check quality transport,P2,13,3.359.528,need check quality transport,Open,STB31820260105
HUAWEI,1/5/2026,STB319,Metro-E,BINJAI,13,20.79%,207.911.784,1000.0,P2,need check quality transport,P2,13,207.911.784,need check quality transport,Open,STB31920260105
HUAWEI,1/5/2026,STB327,Leased Radio IP,BINJAI,23,100.02%,200.034.704,200.0,P1,Capacity transport issue,P1,23,200.034.704,Capacity transport issue,Open,STB32720260105
HUAWEI,1/5/2026,STB339,Telkomsel Radio IP,BINJAI,16,51.14%,204.573.792,400.0,P2,need check quality transport,P2,16,204.573.792,need check quality transport,Open,STB33920260105
HUAWEI,1/5/2026,STB342,Telkomsel Radio IP,BINJAI,17,95.46%,190.929.336,200.0,P2,Capacity transport issue,P2,17,190.929.336,Capacity transport issue,Open,STB34220260105
HUAWEI,1/5/2026,STB344,Metro-E,BINJAI,16,32.38%,323.812.832,1000.0,P2,need check quality transport,P2,16,323.812.832,need check quality transport,Open,STB34420260105
HUAWEI,1/5/2026,STB346,Telkomsel Radio IP,BINJAI,12,42.97%,171.862.936,400.0,P2,need check quality transport,P2,12,171.862.936,need check quality transport,Open,STB34620260105
HUAWEI,1/5/2026,STB350,Metro-E,BINJAI,14,18.90%,18.899.636,1000.0,P2,need check quality transport,P2,14,18.899.636,need check quality transport,Open,STB35020260105
HUAWEI,1/5/2026,STB357,Metro-E,BINJAI,15,23.19%,231.924.768,1000.0,P2,need check quality transport,P2,15,231.924.768,need check quality transport,Open,STB35720260105
HUAWEI,1/5/2026,STB363,Telkomsel Radio IP,BINJAI,17,93.92%,18.784.948,200.0,P2,Capacity transport issue,P2,17,18.784.948,Capacity transport issue,Open,STB36320260105
HUAWEI,1/5/2026,STB370,Telkomsel Radio IP,BINJAI,18,100.40%,20.080.284,200.0,P1,Capacity transport issue,P1,18,20.080.284,Capacity transport issue,Open,STB37020260105
HUAWEI,1/5/2026,STB374,Telkomsel Radio IP,BINJAI,21,105.28%,210.550.696,200.0,P1,Capacity transport issue,P1,21,210.550.696,Capacity transport issue,Open,STB37420260105
HUAWEI,1/5/2026,STB376,Leased Radio IP,BINJAI,15,52.30%,209.184.672,400.0,P2,need check quality transport,P2,15,209.184.672,need check quality transport,Open,STB37620260105
HUAWEI,1/5/2026,STB379,Telkomsel Radio IP,BINJAI,16,52.26%,209.027.384,400.0,P2,need check quality transport,P2,16,209.027.384,need check quality transport,Open,STB37920260105
HUAWEI,1/5/2026,STB421,Telkomsel Radio IP,BINJAI,20,98.61%,19.722.016,200.0,P1,Capacity transport issue,P1,20,19.722.016,Capacity transport issue,Open,STB42120260105
HUAWEI,1/5/2026,STB594,Metro-E,BINJAI,14,38.94%,389.449.136,1000.0,P2,need check quality transport,P2,14,389.449.136,need check quality transport,Open,STB59420260105
HUAWEI,1/5/2026,STB706,Metro-E,BINJAI,13,33.52%,335.172.384,1000.0,P2,need check quality transport,P2,13,335.172.384,need check quality transport,Open,STB70620260105
HUAWEI,1/5/2026,STB807,Metro-E,BINJAI,14,45.15%,45.149.292,1000.0,P2,need check quality transport,P2,14,45.149.292,need check quality transport,Open,STB80720260105
HUAWEI,1/5/2026,STB862,Metro-E,BINJAI,12,41.68%,41.683.384,1000.0,P2,need check quality transport,P2,12,41.683.384,need check quality transport,Open,STB86220260105
HUAWEI,1/5/2026,STB891,Metro-E,BINJAI,16,29.37%,293.715.632,1000.0,P2,need check quality transport,P2,16,293.715.632,need check quality transport,Open,STB89120260105
HUAWEI,1/5/2026,STB975,Leased Radio IP,BINJAI,23,52.12%,208.485.576,400.0,P1,need check quality transport,P1,23,208.485.576,need check quality transport,Open,STB97520260105
HUAWEI,1/5/2026,TBT134,Telkomsel Radio IP,PEMATANG SIANTAR,18,94.07%,188.137.648,200.0,P1,Capacity transport issue,P1,18,188.137.648,Capacity transport issue,Open,TBT13420260105
HUAWEI,1/5/2026,TBT155,Metro-E,PEMATANG SIANTAR,13,30.40%,303.975.128,1000.0,P2,need check quality transport,P2,13,303.975.128,need check quality transport,Open,TBT15520260105
HUAWEI,1/5/2026,TBT177,Telkomsel Radio IP,PEMATANG SIANTAR,12,144.15%,288.302.696,200.0,P2,Capacity transport issue,P2,12,288.302.696,Capacity transport issue,Open,TBT17720260105
HUAWEI,1/5/2026,TBT302,Metro-E,PEMATANG SIANTAR,12,29.25%,292.482.736,1000.0,P2,need check quality transport,P2,12,292.482.736,need check quality transport,Open,TBT30220260105
HUAWEI,1/5/2026,TBT399,Metro-E,PEMATANG SIANTAR,12,21.29%,212.851.776,1000.0,P2,need check quality transport,P2,12,212.851.776,need check quality transport,Open,TBT39920260105
HUAWEI,1/5/2026,TBT503,Metro-E,PEMATANG SIANTAR,16,40.59%,405.860.312,1000.0,P2,need check quality transport,P2,16,405.860.312,need check quality transport,Open,TBT50320260105
HUAWEI,1/5/2026,TBT506,Telkomsel Radio IP,PEMATANG SIANTAR,14,77.71%,466.258.824,600.0,P2,monitoring,P2,14,466.258.824,monitoring,Open,TBT50620260105
HUAWEI,1/5/2026,TBT511,Metro-E,PEMATANG SIANTAR,12,31.91%,319.089.368,1000.0,P2,need check quality transport,P2,12,319.089.368,need check quality transport,Open,TBT51120260105
HUAWEI,1/5/2026,TBT512,Metro-E,PEMATANG SIANTAR,13,29.56%,295.612.704,1000.0,P2,need check quality transport,P2,13,295.612.704,need check quality transport,Open,TBT51220260105
HUAWEI,1/5/2026,TBT530,Metro-E,PEMATANG SIANTAR,12,35.27%,35.265.608,1000.0,P2,need check quality transport,P2,12,35.265.608,need check quality transport,Open,TBT53020260105
HUAWEI,1/5/2026,TBT876,Metro-E,PEMATANG SIANTAR,12,28.91%,289.142.496,1000.0,P2,need check quality transport,P2,12,289.142.496,need check quality transport,Open,TBT87620260105
